ptid,cls,lon,lat,blk,fold
665,3,120.56713,23.56488,1205_261,1
666,3,120.48884,23.22218,1204_258,4
667,3,120.75797,23.92699,1207_265,3
668,3,120.72969,24.51265,1207_272,2
669,3,120.86689,23.99071,1208_266,4
670,3,120.73174,23.13968,1207_257,2
671,3,121.13467,24.564,1211_272,4
672,3,120.57714,24.06663,1205_267,2
673,3,121.29764,24.88043,1212_276,3
674,3,120.90883,24.28688,1209_269,3
675,3,120.76872,24.34302,1207_270,2
676,3,121.14497,24.6206,1211_273,1
677,3,120.44515,23.22969,1204_258,4
678,3,121.63747,25.10434,1216_278,0
679,3,120.81574,24.44567,1208_271,4
680,3,120.82213,24.36053,1208_270,2
681,3,120.96102,24.36309,1209_270,3
682,3,121.15727,22.88075,1211_254,2
683,3,121.2774,24.88917,1212_276,3
684,3,121.36527,23.39369,1213_259,1
685,3,121.30849,24.82283,1213_275,1
686,3,121.37879,24.96395,1213_277,1
687,3,120.8208,24.16547,1208_268,1
688,3,120.4568,22.86197,1204_254,0
689,3,120.8344,24.12272,1208_268,1
690,3,120.76662,23.58214,1207_262,0
691,3,121.16776,24.0364,1211_267,0
692,3,120.43331,23.37827,1204_259,2
693,3,120.76268,23.85917,1207_265,3
694,3,120.40985,22.84503,1204_253,3
695,3,121.31298,23.25072,1213_258,1
696,3,120.92807,24.00275,1209_266,0
697,3,121.53635,25.27543,1215_280,1
698,3,120.85031,24.50588,1208_272,2
699,3,120.96286,24.47962,1209_271,4
700,3,121.64638,24.75187,1216_275,4
701,3,121.87266,25.02413,1218_278,3
702,3,121.15997,23.11042,1211_256,1
703,3,120.91431,24.38371,1209_270,3
704,3,120.75428,24.41339,1207_271,3
705,3,120.87969,24.37949,1208_270,2
706,3,120.41218,23.12132,1204_256,0
707,3,120.60811,23.6617,1206_262,2
708,3,121.23341,22.93968,1212_254,0
709,3,120.96416,24.74494,1209_274,4
710,3,120.59899,23.08836,1205_256,3
711,3,120.83274,24.4555,1208_271,4
712,3,121.73529,25.03076,1217_278,2
713,3,121.333,24.84015,1213_276,0
714,3,120.64854,23.64565,1206_262,2
715,3,121.36839,24.8648,1213_276,0
716,3,120.60239,23.58876,1206_262,2
717,3,120.73504,23.52368,1207_261,3
718,3,120.63047,23.5388,1206_261,4
719,3,120.55247,23.54032,1205_261,1
720,3,120.9325,24.37741,1209_270,3
721,3,120.83313,24.16245,1208_268,1
722,3,120.88775,24.47721,1208_271,4
723,3,120.84145,24.44148,1208_271,4
724,3,121.70318,25.018,1217_277,4
725,3,120.93578,24.47517,1209_271,4
726,3,121.08217,22.86099,1210_254,2
727,3,121.38305,24.88128,1213_276,0
728,3,121.56537,24.94715,1215_277,2
729,3,120.95695,24.52695,1209_272,1
730,3,120.8139,24.44456,1208_271,4
731,3,120.72945,23.49344,1207_261,3
732,3,120.53133,23.04457,1205_256,3
733,3,120.82021,23.90914,1208_265,2
734,3,120.67566,23.5397,1206_261,4
735,3,120.86079,24.35454,1208_270,2
736,3,121.33766,24.78877,1213_275,1
737,3,121.90156,24.99863,1219_277,4
738,3,121.31793,24.83908,1213_275,1
739,3,121.74966,24.62443,1217_273,3
740,3,120.94345,24.33367,1209_270,3
741,3,120.71819,23.61625,1207_262,0
742,3,120.43287,23.37893,1204_259,2
743,3,120.77032,23.95994,1207_266,4
744,3,120.72148,23.40945,1207_260,2
745,3,121.87709,25.02244,1218_278,3
746,3,121.13692,24.59158,1211_273,1
747,3,121.02823,24.60354,1210_273,4
748,3,121.63701,25.21618,1216_280,4
749,3,121.79906,25.08572,1217_278,2
750,3,121.14812,24.60623,1211_273,1
751,3,120.73155,23.77632,1207_264,4
752,3,121.35381,23.26956,1213_258,1
753,3,120.36211,23.04421,1203_256,3
754,3,120.80086,23.78465,1208_264,2
